"filename", "language", "YAML", "Dart", "Groovy", "Properties", "Swift", "JSON", "Markdown", "C++", "HTML", "XML", "CMake", "comment", "blank", "total"
"d:\stylish_ecommerce\assets\images\img_component_1_gray_900_02_16x16.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 5
"d:\stylish_ecommerce\assets\images\img_component_1_gray_900_02_24x24.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 1, 11
"d:\stylish_ecommerce\assets\images\img_component_1_white_a700_01.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 1, 11
"d:\stylish_ecommerce\assets\images\img_component_1_white_a700_01_16x16.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 1, 11
"d:\stylish_ecommerce\assets\images\img_component_1_white_a700_01_40x40.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 1, 11
"d:\stylish_ecommerce\assets\images\img_component_2.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 1, 11
"d:\stylish_ecommerce\assets\images\img_component_52.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 1, 11
"d:\stylish_ecommerce\assets\images\img_edit.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 5
"d:\stylish_ecommerce\assets\images\img_eye.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 1, 12
"d:\stylish_ecommerce\assets\images\img_facebook_app_symbol.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"d:\stylish_ecommerce\assets\images\img_fashion_shop_rafiki.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 180, 0, 0, 1, 181
"d:\stylish_ecommerce\assets\images\img_favorite.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"d:\stylish_ecommerce\assets\images\img_group_33732.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6730, 0, 0, 1, 6731
"d:\stylish_ecommerce\assets\images\img_linkedin.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 5
"d:\stylish_ecommerce\assets\images\img_mail.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"d:\stylish_ecommerce\assets\images\img_nav_home.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 5
"d:\stylish_ecommerce\assets\images\img_nav_home_black_900_02.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 5
"d:\stylish_ecommerce\assets\images\img_nav_search.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 5
"d:\stylish_ecommerce\assets\images\img_nav_setting.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 1, 12
"d:\stylish_ecommerce\assets\images\img_nav_wishlist.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"d:\stylish_ecommerce\assets\images\img_nav_wishlist_red_600.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"d:\stylish_ecommerce\assets\images\img_plus.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"d:\stylish_ecommerce\assets\images\img_sales_consulting_pana.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 224, 0, 0, 1, 225
"d:\stylish_ecommerce\assets\images\img_search.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 1, 11
"d:\stylish_ecommerce\assets\images\img_settings.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"d:\stylish_ecommerce\assets\images\img_settings_blue_gray_700.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"d:\stylish_ecommerce\assets\images\img_settings_gray_500_03.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"d:\stylish_ecommerce\assets\images\img_settings_white_a700_01.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 1, 7
"d:\stylish_ecommerce\assets\images\img_shopping_bag_rafiki.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 0, 0, 1, 161
"d:\stylish_ecommerce\assets\images\img_shopping_cart_2.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 6
"d:\stylish_ecommerce\assets\images\img_shopping_cart_2_gray_200_01.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 6
"d:\stylish_ecommerce\assets\images\img_star_1.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"d:\stylish_ecommerce\assets\images\img_star_2.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"d:\stylish_ecommerce\assets\images\img_star_4.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"d:\stylish_ecommerce\assets\images\img_star_5.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"d:\stylish_ecommerce\assets\images\img_star_6.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"d:\stylish_ecommerce\assets\images\img_star_7.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"d:\stylish_ecommerce\assets\images\img_star_8.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"d:\stylish_ecommerce\assets\images\img_television.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 1, 9
"d:\stylish_ecommerce\assets\images\img_trophy.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 5
"d:\stylish_ecommerce\assets\images\img_user.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 5
